stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
B6_1_X3_2,B6_1_X3_2,Grand Central / 5 Av / 59 St 2,Synthetic infill stop for demo feed,40.760166,-73.972552,Z1,,0,,,1,L_STREET,
B6_1_X4_1,B6_1_X4_1,5 Av / 59 St / Upper East Side 86 St 1,Synthetic infill stop for demo feed,40.768436,-73.969997,Z1,,0,,,1,L_STREET,
B6_1_X4_2,B6_1_X4_2,5 Av / 59 St / Upper East Side 86 St 2,Synthetic infill stop for demo feed,40.772673,-73.966192,Z1,,0,,,1,L_STREET,
B6_1_X4_3,B6_1_X4_3,5 Av / 59 St / Upper East Side 86 St 3,Synthetic infill stop for demo feed,40.776075,-73.961258,Z1,,0,,,1,L_STREET,
B6_1_X5_1,B6_1_X5_1,Upper East Side 86 St / Museum Mile,Synthetic infill stop for demo feed,40.779450,-73.959800,Z1,,0,,,1,L_STREET,
B6_1_X6_1,B6_1_X6_1,Museum Mile / Harlem-125 St 1,Synthetic infill stop for demo feed,40.785014,-73.961689,Z1,,0,,,1,L_STREET,
B6_1_X6_2,B6_1_X6_2,Museum Mile / Harlem-125 St 2,Synthetic infill stop for demo feed,40.790229,-73.959577,Z1,,0,,,1,L_STREET,
B6_1_X6_3,B6_1_X6_3,Museum Mile / Harlem-125 St 3,Synthetic infill stop for demo feed,40.795443,-73.957465,Z1,,0,,,1,L_STREET,
B6_1_X6_4,B6_1_X6_4,Museum Mile / Harlem-125 St 4,Synthetic infill stop for demo feed,40.800658,-73.955353,Z1,,0,,,1,L_STREET,
B6_1_X6_5,B6_1_X6_5,Museum Mile / Harlem-125 St 5,Synthetic infill stop for demo feed,40.805004,-73.951782,Z1,,0,,,1,L_STREET,
F1_0_X1_1,F1_0_X1_1,Wall St / Pier 11 / Brooklyn Bridge Park,Synthetic infill stop for demo feed,40.703474,-74.000967,Z2,,0,,,1,L_STREET,
F1_0_X2_1,F1_0_X2_1,Brooklyn Bridge Park / DUMBO / Fulton Ferry,Synthetic infill stop for demo feed,40.701750,-73.995000,Z2,,0,,,1,L_STREET,
F1_0_X3_1,F1_0_X3_1,DUMBO / Fulton Ferry / Williamsburg 1,Synthetic infill stop for demo feed,40.704959,-73.984221,Z2,,0,,,1,L_STREET,
F1_0_X3_2,F1_0_X3_2,DUMBO / Fulton Ferry / Williamsburg 2,Synthetic infill stop for demo feed,40.706082,-73.975179,Z2,,0,,,1,L_STREET,
F1_0_X3_3,F1_0_X3_3,DUMBO / Fulton Ferry / Williamsburg 3,Synthetic infill stop for demo feed,40.707190,-73.966146,Z2,,0,,,1,L_STREET,
F1_0_X4_1,F1_0_X4_1,Williamsburg / Domino Park,Synthetic infill stop for demo feed,40.712547,-73.962046,Z1,,0,,,1,L_STREET,
