route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
S1,WKD,S1_WKD_1_010,Inwood-207 St,S1 010,1,,S1_1,1,0
S1,WKD,S1_WKD_1_011,Inwood-207 St,S1 011,1,,S1_1,1,0
S1,WKD,S1_WKD_1_012,Inwood-207 St,S1 012,1,,S1_1,1,0
S1,WKD,S1_WKD_1_013,Inwood-207 St,S1 013,1,,S1_1,1,0
S1,WKD,S1_WKD_1_014,Inwood-207 St,S1 014,1,,S1_1,1,0
S1,WKD,S1_WKD_1_015,Inwood-207 St,S1 015,1,,S1_1,1,0
S1,WKD,S1_WKD_1_016,Inwood-207 St,S1 016,1,,S1_1,1,0
S1,WKD,S1_WKD_1_017,Inwood-207 St,S1 017,1,,S1_1,1,0
S1,WKD,S1_WKD_1_018,Inwood-207 St,S1 018,1,,S1_1,1,0
S1,WKD,S1_WKD_1_019,Inwood-207 St,S1 019,1,,S1_1,1,0
S1,WKD,S1_WKD_1_020,Inwood-207 St,S1 020,1,,S1_1,1,0
S1,WKD,S1_WKD_1_021,Inwood-207 St,S1 021,1,,S1_1,1,0
S1,WKD,S1_WKD_1_022,Inwood-207 St,S1 022,1,,S1_1,1,0
S1,WKD,S1_WKD_1_023,Inwood-207 St,S1 023,1,,S1_1,1,0
S1,WKD,S1_WKD_1_024,Inwood-207 St,S1 024,1,,S1_1,1,0
S1,WKD,S1_WKD_1_025,Inwood-207 St,S1 025,1,,S1_1,1,0
S1,WKD,S1_WKD_1_026,Inwood-207 St,S1 026,1,,S1_1,1,0
S1,WKD,S1_WKD_1_027,Inwood-207 St,S1 027,1,,S1_1,1,0
S1,WKD,S1_WKD_1_028,Inwood-207 St,S1 028,1,,S1_1,1,0
S1,WKD,S1_WKD_1_029,Inwood-207 St,S1 029,1,,S1_1,1,0
S1,WKD,S1_WKD_1_030,Inwood-207 St,S1 030,1,,S1_1,1,0
S1,WKD,S1_WKD_1_031,Inwood-207 St,S1 031,1,,S1_1,1,0
S1,WKD,S1_WKD_1_032,Inwood-207 St,S1 032,1,,S1_1,1,0
S1,WKD,S1_WKD_1_033,Inwood-207 St,S1 033,1,,S1_1,1,0
S1,WKD,S1_WKD_1_034,Inwood-207 St,S1 034,1,,S1_1,1,0
S1,WKD,S1_WKD_1_035,Inwood-207 St,S1 035,1,,S1_1,1,0
S1,WKD,S1_WKD_1_036,Inwood-207 St,S1 036,1,,S1_1,1,0
S1,WKD,S1_WKD_1_037,Inwood-207 St,S1 037,1,,S1_1,1,0
S1,WKD,S1_WKD_1_038,Inwood-207 St,S1 038,1,,S1_1,1,0
S1,WKD,S1_WKD_1_039,Inwood-207 St,S1 039,1,,S1_1,1,0
S1,WKD,S1_WKD_1_040,Inwood-207 St,S1 040,1,,S1_1,1,0
S1,WKD,S1_WKD_1_041,Inwood-207 St,S1 041,1,,S1_1,1,0
S1,WKD,S1_WKD_1_042,Inwood-207 St,S1 042,1,,S1_1,1,0
S1,WKD,S1_WKD_1_043,Inwood-207 St,S1 043,1,,S1_1,1,0
S1,WKD,S1_WKD_1_044,Inwood-207 St,S1 044,1,,S1_1,1,0
S1,WKD,S1_WKD_1_045,Inwood-207 St,S1 045,1,,S1_1,1,0
S1,WKD,S1_WKD_1_046,Inwood-207 St,S1 046,1,,S1_1,1,0
S1,WKD,S1_WKD_1_047,Inwood-207 St,S1 047,1,,S1_1,1,0
S1,WKD,S1_WKD_1_048,Inwood-207 St,S1 048,1,,S1_1,1,0
S1,WKD,S1_WKD_1_049,Inwood-207 St,S1 049,1,,S1_1,1,0
S1,WKD,S1_WKD_1_050,Inwood-207 St,S1 050,1,,S1_1,1,0
S1,WKD,S1_WKD_1_051,Inwood-207 St,S1 051,1,,S1_1,1,0
S1,WKD,S1_WKD_1_052,Inwood-207 St,S1 052,1,,S1_1,1,0
S1,WKD,S1_WKD_1_053,Inwood-207 St,S1 053,1,,S1_1,1,0
S1,WKD,S1_WKD_1_054,Inwood-207 St,S1 054,1,,S1_1,1,0
S1,WKD,S1_WKD_1_055,Inwood-207 St,S1 055,1,,S1_1,1,0
S1,WKD,S1_WKD_1_056,Inwood-207 St,S1 056,1,,S1_1,1,0
S1,WKD,S1_WKD_1_057,Inwood-207 St,S1 057,1,,S1_1,1,0
S1,WKD,S1_WKD_1_058,Inwood-207 St,S1 058,1,,S1_1,1,0
S1,WKD,S1_WKD_1_059,Inwood-207 St,S1 059,1,,S1_1,1,0
S1,WKD,S1_WKD_1_060,Inwood-207 St,S1 060,1,,S1_1,1,0
S1,WKD,S1_WKD_1_061,Inwood-207 St,S1 061,1,,S1_1,1,0
S1,WKD,S1_WKD_1_062,Inwood-207 St,S1 062,1,,S1_1,1,0
S1,WKD,S1_WKD_1_063,Inwood-207 St,S1 063,1,,S1_1,1,0
S1,WKD,S1_WKD_1_064,Inwood-207 St,S1 064,1,,S1_1,1,0
S1,WKD,S1_WKD_1_065,Inwood-207 St,S1 065,1,,S1_1,1,0
S1,WKD,S1_WKD_1_066,Inwood-207 St,S1 066,1,,S1_1,1,0
S1,WKD,S1_WKD_1_067,Inwood-207 St,S1 067,1,,S1_1,1,0
S1,WKD,S1_WKD_1_068,Inwood-207 St,S1 068,1,,S1_1,1,0
S1,WKD,S1_WKD_1_069,Inwood-207 St,S1 069,1,,S1_1,1,0
S1,WKD,S1_WKD_1_070,Inwood-207 St,S1 070,1,,S1_1,1,0
S1,WKD,S1_WKD_1_071,Inwood-207 St,S1 071,1,,S1_1,1,0
S1,WKD,S1_WKD_1_072,Inwood-207 St,S1 072,1,,S1_1,1,0
S1,WKD,S1_WKD_1_073,Inwood-207 St,S1 073,1,,S1_1,1,0
S1,WKD,S1_WKD_1_074,Inwood-207 St,S1 074,1,,S1_1,1,0
S1,WKD,S1_WKD_1_075,Inwood-207 St,S1 075,1,,S1_1,1,0
S1,WKD,S1_WKD_1_076,Inwood-207 St,S1 076,1,,S1_1,1,0
S1,WKD,S1_WKD_1_077,Inwood-207 St,S1 077,1,,S1_1,1,0
S1,WKD,S1_WKD_1_078,Inwood-207 St,S1 078,1,,S1_1,1,0
S1,WKD,S1_WKD_1_079,Inwood-207 St,S1 079,1,,S1_1,1,0
S1,WKD,S1_WKD_1_080,Inwood-207 St,S1 080,1,,S1_1,1,0
S1,WKD,S1_WKD_1_081,Inwood-207 St,S1 081,1,,S1_1,1,0
S1,WKD,S1_WKD_1_082,Inwood-207 St,S1 082,1,,S1_1,1,0
S1,WKD,S1_WKD_1_083,Inwood-207 St,S1 083,1,,S1_1,1,0
S1,WKD,S1_WKD_1_084,Inwood-207 St,S1 084,1,,S1_1,1,0
S1,WKD,S1_WKD_1_085,Inwood-207 St,S1 085,1,,S1_1,1,0
S1,WKD,S1_WKD_1_086,Inwood-207 St,S1 086,1,,S1_1,1,0
S1,WKD,S1_WKD_1_087,Inwood-207 St,S1 087,1,,S1_1,1,0
S1,WKD,S1_WKD_1_088,Inwood-207 St,S1 088,1,,S1_1,1,0
S1,WKD,S1_WKD_1_089,Inwood-207 St,S1 089,1,,S1_1,1,0
S1,WKD,S1_WKD_1_090,Inwood-207 St,S1 090,1,,S1_1,1,0
S1,WKD,S1_WKD_1_091,Inwood-207 St,S1 091,1,,S1_1,1,0
S1,WKD,S1_WKD_1_092,Inwood-207 St,S1 092,1,,S1_1,1,0
S1,WKD,S1_WKD_1_093,Inwood-207 St,S1 093,1,,S1_1,1,0
S1,WKD,S1_WKD_1_094,Inwood-207 St,S1 094,1,,S1_1,1,0
S1,WKD,S1_WKD_1_095,Inwood-207 St,S1 095,1,,S1_1,1,0
S1,WKD,S1_WKD_1_096,Inwood-207 St,S1 096,1,,S1_1,1,0
S1,WKD,S1_WKD_1_097,Inwood-207 St,S1 097,1,,S1_1,1,0
S1,WKD,S1_WKD_1_098,Inwood-207 St,S1 098,1,,S1_1,1,0
S1,WKD,S1_WKD_1_099,Inwood-207 St,S1 099,1,,S1_1,1,0
S1,WKD,S1_WKD_1_100,Inwood-207 St,S1 100,1,,S1_1,1,0
S1,WKD,S1_WKD_1_101,Inwood-207 St,S1 101,1,,S1_1,1,0
S1,WKD,S1_WKD_1_102,Inwood-207 St,S1 102,1,,S1_1,1,0
S1,WKD,S1_WKD_1_103,Inwood-207 St,S1 103,1,,S1_1,1,0
S1,WKD,S1_WKD_1_104,Inwood-207 St,S1 104,1,,S1_1,1,0
S1,WKD,S1_WKD_1_105,Inwood-207 St,S1 105,1,,S1_1,1,0
S1,WKD,S1_WKD_1_106,Inwood-207 St,S1 106,1,,S1_1,1,0
S1,WKD,S1_WKD_1_107,Inwood-207 St,S1 107,1,,S1_1,1,0
S1,WKD,S1_WKD_1_108,Inwood-207 St,S1 108,1,,S1_1,1,0
S1,WKD,S1_WKD_1_109,Inwood-207 St,S1 109,1,,S1_1,1,0
S1,WKD,S1_WKD_1_110,Inwood-207 St,S1 110,1,,S1_1,1,0
S1,WKD,S1_WKD_1_111,Inwood-207 St,S1 111,1,,S1_1,1,0
S1,WKD,S1_WKD_1_112,Inwood-207 St,S1 112,1,,S1_1,1,0
S1,SAT,S1_SAT_0_001,World Trade Center,S1 001,0,,S1_0,1,0
S1,SAT,S1_SAT_0_002,World Trade Center,S1 002,0,,S1_0,1,0
S1,SAT,S1_SAT_0_003,World Trade Center,S1 003,0,,S1_0,1,0
S1,SAT,S1_SAT_0_004,World Trade Center,S1 004,0,,S1_0,1,0
S1,SAT,S1_SAT_0_005,World Trade Center,S1 005,0,,S1_0,1,0
S1,SAT,S1_SAT_0_006,World Trade Center,S1 006,0,,S1_0,1,0
S1,SAT,S1_SAT_0_007,World Trade Center,S1 007,0,,S1_0,1,0
S1,SAT,S1_SAT_0_008,World Trade Center,S1 008,0,,S1_0,1,0
S1,SAT,S1_SAT_0_009,World Trade Center,S1 009,0,,S1_0,1,0
S1,SAT,S1_SAT_0_010,World Trade Center,S1 010,0,,S1_0,1,0
S1,SAT,S1_SAT_0_011,World Trade Center,S1 011,0,,S1_0,1,0
S1,SAT,S1_SAT_0_012,World Trade Center,S1 012,0,,S1_0,1,0
S1,SAT,S1_SAT_0_013,World Trade Center,S1 013,0,,S1_0,1,0
S1,SAT,S1_SAT_0_014,World Trade Center,S1 014,0,,S1_0,1,0
S1,SAT,S1_SAT_0_015,World Trade Center,S1 015,0,,S1_0,1,0
S1,SAT,S1_SAT_0_016,World Trade Center,S1 016,0,,S1_0,1,0
S1,SAT,S1_SAT_0_017,World Trade Center,S1 017,0,,S1_0,1,0
S1,SAT,S1_SAT_0_018,World Trade Center,S1 018,0,,S1_0,1,0
S1,SAT,S1_SAT_0_019,World Trade Center,S1 019,0,,S1_0,1,0
S1,SAT,S1_SAT_0_020,World Trade Center,S1 020,0,,S1_0,1,0
S1,SAT,S1_SAT_0_021,World Trade Center,S1 021,0,,S1_0,1,0
S1,SAT,S1_SAT_0_022,World Trade Center,S1 022,0,,S1_0,1,0
S1,SAT,S1_SAT_0_023,World Trade Center,S1 023,0,,S1_0,1,0
S1,SAT,S1_SAT_0_024,World Trade Center,S1 024,0,,S1_0,1,0
S1,SAT,S1_SAT_0_025,World Trade Center,S1 025,0,,S1_0,1,0
S1,SAT,S1_SAT_0_026,World Trade Center,S1 026,0,,S1_0,1,0
S1,SAT,S1_SAT_0_027,World Trade Center,S1 027,0,,S1_0,1,0
S1,SAT,S1_SAT_0_028,World Trade Center,S1 028,0,,S1_0,1,0
S1,SAT,S1_SAT_0_029,World Trade Center,S1 029,0,,S1_0,1,0
S1,SAT,S1_SAT_0_030,World Trade Center,S1 030,0,,S1_0,1,0
S1,SAT,S1_SAT_0_031,World Trade Center,S1 031,0,,S1_0,1,0
S1,SAT,S1_SAT_0_032,World Trade Center,S1 032,0,,S1_0,1,0
S1,SAT,S1_SAT_0_033,World Trade Center,S1 033,0,,S1_0,1,0
S1,SAT,S1_SAT_0_034,World Trade Center,S1 034,0,,S1_0,1,0
S1,SAT,S1_SAT_0_035,World Trade Center,S1 035,0,,S1_0,1,0
S1,SAT,S1_SAT_0_036,World Trade Center,S1 036,0,,S1_0,1,0
S1,SAT,S1_SAT_0_037,World Trade Center,S1 037,0,,S1_0,1,0
S1,SAT,S1_SAT_0_038,World Trade Center,S1 038,0,,S1_0,1,0
S1,SAT,S1_SAT_0_039,World Trade Center,S1 039,0,,S1_0,1,0
S1,SAT,S1_SAT_0_040,World Trade Center,S1 040,0,,S1_0,1,0
S1,SAT,S1_SAT_0_041,World Trade Center,S1 041,0,,S1_0,1,0
S1,SAT,S1_SAT_0_042,World Trade Center,S1 042,0,,S1_0,1,0
S1,SAT,S1_SAT_0_043,World Trade Center,S1 043,0,,S1_0,1,0
S1,SAT,S1_SAT_0_044,World Trade Center,S1 044,0,,S1_0,1,0
S1,SAT,S1_SAT_0_045,World Trade Center,S1 045,0,,S1_0,1,0
S1,SAT,S1_SAT_0_046,World Trade Center,S1 046,0,,S1_0,1,0
S1,SAT,S1_SAT_0_047,World Trade Center,S1 047,0,,S1_0,1,0
S1,SAT,S1_SAT_0_048,World Trade Center,S1 048,0,,S1_0,1,0
S1,SAT,S1_SAT_0_049,World Trade Center,S1 049,0,,S1_0,1,0
S1,SAT,S1_SAT_0_050,World Trade Center,S1 050,0,,S1_0,1,0
S1,SAT,S1_SAT_0_051,World Trade Center,S1 051,0,,S1_0,1,0
S1,SAT,S1_SAT_0_052,World Trade Center,S1 052,0,,S1_0,1,0
S1,SAT,S1_SAT_0_053,World Trade Center,S1 053,0,,S1_0,1,0
S1,SAT,S1_SAT_0_054,World Trade Center,S1 054,0,,S1_0,1,0
S1,SAT,S1_SAT_0_055,World Trade Center,S1 055,0,,S1_0,1,0
S1,SAT,S1_SAT_0_056,World Trade Center,S1 056,0,,S1_0,1,0
S1,SAT,S1_SAT_0_057,World Trade Center,S1 057,0,,S1_0,1,0
S1,SAT,S1_SAT_0_058,World Trade Center,S1 058,0,,S1_0,1,0
S1,SAT,S1_SAT_0_059,World Trade Center,S1 059,0,,S1_0,1,0
S1,SAT,S1_SAT_0_060,World Trade Center,S1 060,0,,S1_0,1,0
S1,SAT,S1_SAT_0_061,World Trade Center,S1 061,0,,S1_0,1,0
S1,SAT,S1_SAT_0_062,World Trade Center,S1 062,0,,S1_0,1,0
S1,SAT,S1_SAT_0_063,World Trade Center,S1 063,0,,S1_0,1,0
S1,SAT,S1_SAT_0_064,World Trade Center,S1 064,0,,S1_0,1,0
S1,SAT,S1_SAT_0_065,World Trade Center,S1 065,0,,S1_0,1,0
S1,SAT,S1_SAT_0_066,World Trade Center,S1 066,0,,S1_0,1,0
S1,SAT,S1_SAT_0_067,World Trade Center,S1 067,0,,S1_0,1,0
S1,SAT,S1_SAT_0_068,World Trade Center,S1 068,0,,S1_0,1,0
S1,SAT,S1_SAT_0_069,World Trade Center,S1 069,0,,S1_0,1,0
S1,SAT,S1_SAT_0_070,World Trade Center,S1 070,0,,S1_0,1,0
S1,SAT,S1_SAT_0_071,World Trade Center,S1 071,0,,S1_0,1,0
S1,SAT,S1_SAT_0_072,World Trade Center,S1 072,0,,S1_0,1,0
S1,SAT,S1_SAT_0_073,World Trade Center,S1 073,0,,S1_0,1,0
S1,SAT,S1_SAT_0_074,World Trade Center,S1 074,0,,S1_0,1,0
S1,SAT,S1_SAT_0_075,World Trade Center,S1 075,0,,S1_0,1,0
S1,SAT,S1_SAT_0_076,World Trade Center,S1 076,0,,S1_0,1,0
S1,SAT,S1_SAT_0_077,World Trade Center,S1 077,0,,S1_0,1,0
S1,SAT,S1_SAT_0_078,World Trade Center,S1 078,0,,S1_0,1,0
S1,SAT,S1_SAT_0_079,World Trade Center,S1 079,0,,S1_0,1,0
S1,SAT,S1_SAT_0_080,World Trade Center,S1 080,0,,S1_0,1,0
S1,SAT,S1_SAT_0_081,World Trade Center,S1 081,0,,S1_0,1,0
S1,SAT,S1_SAT_0_082,World Trade Center,S1 082,0,,S1_0,1,0
S1,SAT,S1_SAT_0_083,World Trade Center,S1 083,0,,S1_0,1,0
S1,SAT,S1_SAT_0_084,World Trade Center,S1 084,0,,S1_0,1,0
S1,SAT,S1_SAT_0_085,World Trade Center,S1 085,0,,S1_0,1,0
S1,SAT,S1_SAT_0_086,World Trade Center,S1 086,0,,S1_0,1,0
S1,SAT,S1_SAT_0_087,World Trade Center,S1 087,0,,S1_0,1,0
S1,SAT,S1_SAT_0_088,World Trade Center,S1 088,0,,S1_0,1,0
S1,SAT,S1_SAT_0_089,World Trade Center,S1 089,0,,S1_0,1,0
S1,SAT,S1_SAT_0_090,World Trade Center,S1 090,0,,S1_0,1,0
S1,SAT,S1_SAT_1_001,Inwood-207 St,S1 001,1,,S1_1,1,0
S1,SAT,S1_SAT_1_002,Inwood-207 St,S1 002,1,,S1_1,1,0
S1,SAT,S1_SAT_1_003,Inwood-207 St,S1 003,1,,S1_1,1,0
S1,SAT,S1_SAT_1_004,Inwood-207 St,S1 004,1,,S1_1,1,0
S1,SAT,S1_SAT_1_005,Inwood-207 St,S1 005,1,,S1_1,1,0
S1,SAT,S1_SAT_1_006,Inwood-207 St,S1 006,1,,S1_1,1,0
S1,SAT,S1_SAT_1_007,Inwood-207 St,S1 007,1,,S1_1,1,0
S1,SAT,S1_SAT_1_008,Inwood-207 St,S1 008,1,,S1_1,1,0
S1,SAT,S1_SAT_1_009,Inwood-207 St,S1 009,1,,S1_1,1,0
S1,SAT,S1_SAT_1_010,Inwood-207 St,S1 010,1,,S1_1,1,0
